# V3.1.4 AssignIds id	name: full client dump ZDTD_DUMP_BLOCK_IDS (2026-07-22).
# Pins verified: treeDeadTree02=24626 cntWoodenChestClosed=18671 terrStone=1.
# Source: stock client AssignIds Postfix; do NOT merge stale world saves.
1539	woodShapes:cubeHalfTrimQuarterDiagonalCorner
1540	woodShapes:cubeHalfTrimQuarterDiagonalCornerOffset
1541	woodShapes:cubeTrimQuarterDiagonalCornerOutside
1542	woodShapes:cubeHalfTrimQuarterDiagonalCornerOutside
1543	woodShapes:cubeHalfTrimQuarterDiagonalCornerOutsideOffset
1544	woodShapes:cubeTrimQuarterCornerDiagonal
1545	woodShapes:cubeHalfTrimQuarterCornerDiagonal
1546	woodShapes:cubeHalfTrimQuarterCornerDiagonalOffset
1547	woodShapes:cubeTrimQuarterDiagonalFiller
1548	woodShapes:cubeHalfTrimQuarterDiagonalFiller
1549	woodShapes:cubeHalfTrimQuarterDiagonalFillerOffset
1550	woodShapes:cubeTrimQuarterDoubleDiagonalFiller
1551	woodShapes:cubeHalfTrimQuarterDoubleDiagonalFiller
1552	woodShapes:cubeHalfTrimQuarterDoubleDiagonalFillerOffset
1553	woodShapes:cubeTrimQuarterDiagonalCross
1554	woodShapes:cubeHalfTrimQuarterDiagonalCross
1555	woodShapes:cubeHalfTrimQuarterDiagonalCrossOffset
1556	woodShapes:cubeTrimQuarterEdgeDiagonalFiller
1557	woodShapes:cubeHalfTrimQuarterEdgeDiagonalFiller
1558	woodShapes:cubeHalfTrimQuarterEdgeDiagonalFillerOffset
1559	woodShapes:cubeTrimQuarterDiagonalFiller2
1560	woodShapes:cubeHalfTrimQuarterDiagonalFiller2
1561	woodShapes:cubeHalfTrimQuarterDiagonalFiller2Offset
1562	woodShapes:cubeTrimQuarterDiagonalFiller3
1563	woodShapes:cubeHalfTrimQuarterDiagonalFiller3
1564	woodShapes:cubeHalfTrimQuarterDiagonalFiller3Offset
1565	woodShapes:cubeTrimQuarterEdgeDiagonalFiller2Left
1566	woodShapes:cubeHalfTrimQuarterEdgeDiagonalFiller2Left
1567	woodShapes:cubeHalfTrimQuarterEdgeDiagonalFiller2LeftOffset
1568	woodShapes:cubeTrimQuarterEdgeDiagonalFiller2Right
1569	woodShapes:cubeHalfTrimQuarterEdgeDiagonalFiller2Right
1570	woodShapes:cubeHalfTrimQuarterEdgeDiagonalFiller2RightOffset
1571	woodShapes:cubeTrimQuarterEdgeCornerDiagonalFiller2
1572	woodShapes:cubeHalfTrimQuarterEdgeCornerDiagonalFiller2
1573	woodShapes:cubeHalfTrimQuarterEdgeCornerDiagonalFiller2Offset
1574	woodShapes:cubeTrimHalfSplitDiagonal
1575	woodShapes:cubeTrimHalfSplitDiagonal2Sided
1576	woodShapes:cubeTrimHalfSplitDiagonalBaseboard
1577	woodShapes:cubeHalfTrimHalfSplitDiagonal
1578	woodShapes:cubeHalfTrimHalfSplitDiagonalOffset
1579	woodShapes:cubeTrimDiagonalDoubleSided
1580	woodShapes:cubeHalfTrimDiagonalDoubleSided
1581	woodShapes:cubeTrimSplitWedge60Left
1582	woodShapes:cubeTrimSplitWedge60Right
1583	woodShapes:cubeTrimHalfSplitDiagonalBottomTrim
1584	woodShapes:cubeTrimHalfSplitDiagonalBottomTrimFiller
1585	woodShapes:cubeTrimQuarterEdgeTwoSidedBottomCorner2
1586	woodShapes:cubeHalfTrimQuarterEdgeTwoSidedBottomCorner2
1587	woodShapes:cubeHalfTrimQuarterEdgeTwoSidedOffsetBottomCorner2
1588	woodShapes:cubeTrimQuarterEdgeTwoSidedBottomCorner
1589	woodShapes:cubeHalfTrimQuarterEdgeTwoSidedBottomCorner
1590	woodShapes:cubeHalfTrimQuarterEdgeTwoSidedOffsetBottomCorner
1591	woodShapes:cubeTrimQuarterEdgeTwoSided
1592	woodShapes:cubeHalfTrimQuarterEdgeTwoSided
1593	woodShapes:cubeHalfTrimQuarterEdgeTwoSidedOffset
1594	woodShapes:cubeTrimQuarterEdgeTwoSidedBaseboard
1595	woodShapes:cubeHalfTrimQuarterEdgeTwoSidedBaseboard
1596	woodShapes:cubeHalfTrimQuarterEdgeTwoSidedBaseboardOffset
1597	woodShapes:cubeTrimQuarterCornerOutsideTwoSided
1598	woodShapes:cubeHalfTrimQuarterCornerOutsideTwoSided
1599	woodShapes:cubeHalfTrimQuarterCornerOutsideTwoSidedOffset
1600	woodShapes:cubeTrimQuarterCornerOutsideTwoSided02
1601	woodShapes:cubeHalfTrimQuarterCornerOutsideTwoSided02
1602	woodShapes:cubeHalfTrimQuarterCornerOutsideTwoSidedOffset02
1603	woodShapes:cubeTrimQuarterCornerOutsideThreeSided
1604	woodShapes:cubeHalfTrimQuarterCornerOutsideThreeSided
1605	woodShapes:cubeHalfTrimQuarterCornerOutsideThreeSidedOffset
1606	woodShapes:cubeTrimQuarterEdgeDouble
1607	woodShapes:cubeHalfTrimQuarterEdgeDouble
1608	woodShapes:cubeHalfTrimQuarterEdgeDoubleOffset
1609	woodShapes:cubeTrimQuarterEdgeQuad
1610	woodShapes:cubeTrimQuarterCornerstoneOutsideTwoSided
1611	woodShapes:cubeTrimCornerRound
1612	woodShapes:cubeTrimCornerRoundDouble
1613	woodShapes:cubeHalfTrimCornerRound
1614	woodShapes:cubeHalfTrimCornerRoundOffset
1615	woodShapes:cubeTrimQuarterEdgeRound
1616	woodShapes:cubeHalfTrimQuarterEdgeRound
1617	woodShapes:cubeHalfTrimQuarterEdgeRoundOffset
1618	woodShapes:rampTrimQuarterEdge
1619	woodShapes:rampHalfTrimQuarterEdge
1620	woodShapes:rampHalfTrimQuarterEdgeOffset
1621	woodShapes:rampTrimQuarterEdgeFiller
1622	woodShapes:rampHalfTrimQuarterEdgeFiller
1623	woodShapes:rampHalfTrimQuarterEdgeFillerOffset
1624	woodShapes:rampTrimQuarterEdgeFillerLeft
1625	woodShapes:rampHalfTrimQuarterEdgeFillerLeft
1626	woodShapes:rampHalfTrimQuarterEdgeFillerOffsetLeft
1627	woodShapes:rampTrimQuarterEdgeFillerRight
1628	woodShapes:rampHalfTrimQuarterEdgeFillerRight
1629	woodShapes:rampHalfTrimQuarterEdgeFillerOffsetRight
1630	woodShapes:rampTrimQuarterEdgeFillerLeft2Sided
1631	woodShapes:rampHalfTrimQuarterEdgeFillerLeft2Sided
1632	woodShapes:rampHalfTrimQuarterEdgeFillerOffsetLeft2Sided
1633	woodShapes:rampTrimQuarterEdgeFillerRight2Sided
1634	woodShapes:rampHalfTrimQuarterEdgeFillerRight2Sided
1635	woodShapes:rampHalfTrimQuarterEdgeFillerOffsetRight2Sided
1636	woodShapes:rampTrimQuarterEdgeFiller2Sided
1637	woodShapes:rampHalfTrimQuarterEdgeFiller2Sided
1638	woodShapes:rampHalfTrimQuarterEdgeFillerOffset2Sided
1639	woodShapes:rampInclineFillerTrimQuarterEdge2Sided
1640	woodShapes:rampTrimQuarterEdge2Sided
1641	woodShapes:rampHalfTrimQuarterEdge2Sided
1642	woodShapes:rampHalfTrimQuarterEdge2SidedOffset
1643	woodShapes:rampTrimQuarterEdge2Sided02
1644	woodShapes:rampHalfTrimQuarterEdge2Sided02
1645	woodShapes:rampHalfTrimQuarterEdge2SidedOffset02
1646	woodShapes:cubeTrimQuarterRamp
1647	woodShapes:wedge60TrimQuarterLeft
1648	woodShapes:wedge60TrimQuarterRight
1649	woodShapes:wedge60TipTrimQuarterLeft
1650	woodShapes:wedge60TipTrimQuarterRight
1651	woodShapes:wedge60TrimQuarterLeftFiller
1652	woodShapes:wedge60TrimQuarterRightFiller
1653	woodShapes:wedge60TrimQuarterLeft2Sided
1654	woodShapes:wedge60TrimQuarterRight2Sided
1655	woodShapes:wedge60TipTrimQuarterLeft2Sided
1656	woodShapes:wedge60TipTrimQuarterRight2Sided
1657	woodShapes:wedgeNarrowHighLeftTrim2Sided
1658	woodShapes:wedgeNarrowMidLeftTrim2Sided
1659	woodShapes:wedgeNarrowLowLeftTrim2Sided
1660	woodShapes:wedgeNarrowTipLeftTrim2Sided
1661	woodShapes:wedgeNarrowBottomTrimLeft
1662	woodShapes:wedgeNarrowBottomTrimLeft2
1663	woodShapes:wedgeNarrowHighRightTrim2Sided
1664	woodShapes:wedgeNarrowMidRightTrim2Sided
1665	woodShapes:wedgeNarrowLowRightTrim2Sided
1666	woodShapes:wedgeNarrowTipRightTrim2Sided
1667	woodShapes:cubeTrimNarrowTipSplitHighLeft
1668	woodShapes:cubeTrimNarrowLowSplitMedLeft
1669	woodShapes:cubeTrimNarrowTipSplitHighRight
1670	woodShapes:cubeTrimNarrowLowSplitMedRight
1671	woodShapes:wedgeNarrowBottomTrimRight
1672	woodShapes:wedgeNarrowBottomTrimRight2
1673	woodShapes:cubeHeatVent
1674	woodShapes:archQuarterTrim
1675	woodShapes:archQuarterTrimTwoSided
1676	woodShapes:archQuarterTrimTwoSided2
1677	woodShapes:cubeArchQuarterTrim
1678	woodShapes:cubeArchTrim
1679	woodShapes:cubeHalfArchTrim
1680	woodShapes:cubeHalfArchTrimOffset
1681	woodShapes:plateTrimSplit
1682	woodShapes:plateTrimSplitInside
1683	woodShapes:plateTrimSplitOutside
1684	woodShapes:plateQuarterCornerTrimLeftInside
1685	woodShapes:plateQuarterCornerTrimRightInside
1686	woodShapes:plateQuarterCornerTrimLeftOutside
1687	woodShapes:plateQuarterCornerTrimRightOutside
1688	woodShapes:cubeTrimHandicap
1689	woodShapes:cubeHalfTrimHandicap
1690	woodShapes:cubeHalfTrimHandicapOffset
1691	woodShapes:halfCrown
1692	woodShapes:cubeHalfCrownTrim
1693	woodShapes:halfCrown2
1694	woodShapes:halfCrown1Left
1695	woodShapes:halfCrown1Right
1696	woodShapes:halfCrownCorner
1697	woodShapes:halfCrownCorner1
1698	woodShapes:halfCrownCorner2
1699	woodShapes:halfCrownCorner3
1700	woodShapes:halfCrownCorner4
1701	woodShapes:halfCrownCorner5
1702	woodShapes:halfCrownCorner6
1703	woodShapes:halfCrownCorner7
1704	woodShapes:halfCrownCorner8
1705	woodShapes:halfCrownCorner9
1706	woodShapes:rampCrown
1707	woodShapes:rampCrownLeft
1708	woodShapes:rampCrownRight
1709	woodShapes:cubeQuarterCrown
1710	woodShapes:cubeQuarterCenteredWallCrown
1711	woodShapes:crown
1712	woodShapes:crownStraight
1713	woodShapes:crownEnd
1714	woodShapes:crownHalfLeft
1715	woodShapes:crownHalfRight
1716	woodShapes:crownInsideCorner
1717	woodShapes:crownInsideCornerHalfLeft
1718	woodShapes:crownInsideCornerHalfRight
1719	woodShapes:crownThreeSided
1720	woodShapes:crownThreeSidedLeft
1721	woodShapes:crownThreeSidedLeftHalf
1722	woodShapes:crownThreeSidedLeftHalf02
1723	woodShapes:crownThreeSidedRight
1724	woodShapes:crownThreeSidedRightHalf
1725	woodShapes:crownThreeSidedRightHalf02
1726	woodShapes:doorTrimCorner
1727	woodShapes:doorTrimCornerDouble
1728	woodShapes:doorTrim0.5m
1729	woodShapes:doorTrim0.6m
1730	woodShapes:doorTrim1m
1731	woodShapes:doorTrim1mOffCenter
1732	woodShapes:doorTrim1mOffCenterCorner
1733	woodShapes:doorTrimDiagonal
1734	woodShapes:doorTrim1mDouble
1735	woodShapes:doorTrim1mDoubleCentered
1736	woodShapes:doorTrim2m
1737	woodShapes:doorTrimTop
1738	woodShapes:doorTrimTwoSided
1739	woodShapes:doorTrimThreeSided
1740	woodShapes:doorTrimSquare
1741	woodShapes:doorTrimHalfDouble
1742	woodShapes:doorTrimHalfThreeSidedLeft
1743	woodShapes:doorTrimHalfThreeSidedRight
1744	woodShapes:doorTrimHalfSquare
1745	woodShapes:doorWindowTrim
1746	woodShapes:windowTrim
1747	woodShapes:windowTrimBottom
1748	woodShapes:windowTrimSides
1749	woodShapes:windowTrimTop
1750	woodShapes:windowTrimTopLeft
1751	woodShapes:windowTrimTopMiddle
1752	woodShapes:windowTrimTopRight
1753	woodShapes:windowTrimTopFancy
1754	woodShapes:windowTrimTopFancy2
1755	woodShapes:windowTrimTopRound
1756	woodShapes:archTrim
1757	woodShapes:archWindowTrim
1758	woodShapes:archDoorTrim
1759	woodShapes:windowArchTopTrim
1760	woodShapes:windowStoreOneSidedBulletproofFull
1761	woodShapes:windowStoreOneSidedBulletproofBroken
1762	woodShapes:windowStoreTwoSidedBulletproofFull
1763	woodShapes:windowStoreTwoSidedBulletproofBroken
1764	woodShapes:windowStoreThreeSidedBulletproofFull
1765	woodShapes:windowStoreThreeSidedBulletproofBroken
1766	woodShapes:windowStoreFourSidedBulletproofFull
1767	woodShapes:windowStoreFourSidedBulletproofBroken
1768	woodShapes:windowStoreCornerBulletproofFull
1769	woodShapes:windowStoreCornerBulletproofBroken
1770	woodShapes:windowStorePaneBulletproofFull
1771	woodShapes:windowStoreOneSidedCornerBulletproofFull
1772	woodShapes:windowStoreOneSidedCornerBulletproofBroken
1773	woodShapes:windowStoreTwoSidedCornerLeftBulletproofFull
1774	woodShapes:windowStoreTwoSidedCornerLeftBulletproofBroken
1775	woodShapes:windowStoreTwoSidedCornerRightBulletproofFull
1776	woodShapes:windowStoreTwoSidedCornerRightBulletproofBroken
1777	woodShapes:windowStoreTwoSidedCornerBulletproofFull
1778	woodShapes:windowStoreTwoSidedCornerBulletproofBroken
1779	woodShapes:windowStoreThreeSidedCornerLeftBulletproofFull
1780	woodShapes:windowStoreThreeSidedCornerLeftBulletproofBroken
1781	woodShapes:windowStoreThreeSidedCornerRightBulletproofFull
1782	woodShapes:windowStoreThreeSidedCornerRightBulletproofBroken
1783	woodShapes:windowStoreThreeSidedCornerBulletproofFull
1784	woodShapes:windowStoreThreeSidedCornerBulletproofBroken
1785	woodShapes:windowStoreFourSidedCornerBulletproofFull
1786	woodShapes:windowStoreFourSidedCornerBulletproofBroken
1787	woodShapes:windowStoreCornerCornerBulletproofFull
1788	woodShapes:windowStoreCornerCornerBulletproofBroken
1789	woodShapes:windowRampTwoSidedBulletproofFull
1790	woodShapes:windowRampTwoSidedBulletproofBroken
1791	woodShapes:windowRampFourSidedBulletproofFull
1792	woodShapes:windowRampFourSidedBulletproofBroken
1793	woodShapes:windowRampOutsideCornerBulletproofFull
1794	woodShapes:windowRampOutsideCornerBulletproofBroken
1795	woodShapes:windowStoreThreeSidedTriangleBulletproofFull
1796	woodShapes:windowStoreThreeSidedTriangleBulletproofBroken
1797	woodShapes:windowRampDiagonalCornerBulletproofFull
1798	woodShapes:windowRampDiagonalCornerBulletproofBroken
1799	woodShapes:windowWedge60TipFourSidedBulletproofFull
1800	woodShapes:windowWedge60TipFourSidedBulletproofBroken
1801	woodShapes:windowWedge60FourSidedBulletproofFull
1802	woodShapes:windowWedge60FourSidedBulletproofBroken
1803	woodShapes:windowWedge60TipTwoSidedBulletproofFull
1804	woodShapes:windowWedge60TipTwoSidedBulletproofBroken
1805	woodShapes:windowWedge60TwoSidedBulletproofFull
1806	woodShapes:windowWedge60TwoSidedBulletproofBroken
1807	woodShapes:windowWedge60TipOutsideCornerBulletproofFull
1808	woodShapes:windowWedge60TipOutsideCornerBulletproofBroken
1809	woodShapes:windowWedge60OutsideCornerBulletproofFull
1810	woodShapes:windowWedge60OutsideCornerBulletproofBroken
1811	woodShapes:windowStoreWedge60TipBulletproofLeft
1812	woodShapes:windowStoreWedge60TipBrokenBulletproofLeft
1813	woodShapes:windowStoreWedge60TipBulletproofRight
1814	woodShapes:windowStoreWedge60TipBrokenBulletproofRight
1815	woodShapes:windowStoreWedge60BulletproofLeft
1816	woodShapes:windowStoreWedge60BrokenBulletproofLeft
1817	woodShapes:windowStoreWedge60BulletproofRight
1818	woodShapes:windowStoreWedge60BrokenBulletproofRight
1819	woodShapes:windowStoreOneSidedFull
1820	woodShapes:windowStoreTwoSidedFull
1821	woodShapes:windowStoreThreeSidedFull
1822	woodShapes:windowStoreFourSidedFull
1823	woodShapes:windowStoreCornerFull
1824	woodShapes:windowStorePaneFull
1825	woodShapes:windowStoreOneSidedCornerFull
1826	woodShapes:windowStoreTwoSidedCornerLeftFull
1827	woodShapes:windowStoreTwoSidedCornerRightFull
1828	woodShapes:windowStoreTwoSidedCornerFull
1829	woodShapes:windowStoreThreeSidedCornerLeftFull
1830	woodShapes:windowStoreThreeSidedCornerRightFull
1831	woodShapes:windowStoreThreeSidedCornerFull
1832	woodShapes:windowStoreFourSidedCornerFull
1833	woodShapes:windowStoreCornerCornerFull
1834	woodShapes:windowStoreOneSidedBroken
1835	woodShapes:windowStoreTwoSidedBroken
1836	woodShapes:windowStoreThreeSidedBroken
1837	woodShapes:windowStoreFourSidedBroken
1838	woodShapes:windowStoreCornerBroken
1839	woodShapes:windowStoreOneSidedCornerBroken
1840	woodShapes:windowStoreTwoSidedCornerLeftBroken
1841	woodShapes:windowStoreTwoSidedCornerRightBroken
1842	woodShapes:windowStoreTwoSidedCornerBroken
1843	woodShapes:windowStoreThreeSidedCornerLeftBroken
1844	woodShapes:windowStoreThreeSidedCornerRightBroken
1845	woodShapes:windowStoreThreeSidedCornerBroken
1846	woodShapes:windowStoreFourSidedCornerBroken
1847	woodShapes:windowStoreCornerCornerBroken
1848	woodShapes:windowStoreOneSidedEmpty
1849	woodShapes:windowStoreTwoSidedEmpty
1850	woodShapes:windowStoreThreeSidedEmpty
1851	woodShapes:windowStoreFourSidedEmpty
1852	woodShapes:windowStoreCornerEmpty
1853	woodShapes:windowStoreOneSidedCornerEmpty
1854	woodShapes:windowStoreTwoSidedCornerLeftEmpty
1855	woodShapes:windowStoreTwoSidedCornerRightEmpty
1856	woodShapes:windowStoreTwoSidedCornerEmpty
1857	woodShapes:windowStoreThreeSidedCornerLeftEmpty
1858	woodShapes:windowStoreThreeSidedCornerRightEmpty
1859	woodShapes:windowStoreThreeSidedCornerEmpty
1860	woodShapes:windowStoreFourSidedCornerEmpty
1861	woodShapes:windowStoreCornerCornerEmpty
1862	woodShapes:windowRampFourSidedFull
1863	woodShapes:windowRampFourSidedBroken
1864	woodShapes:windowRampFourSidedEmpty
1865	woodShapes:windowRampTwoSidedFull
1866	woodShapes:windowRampTwoSidedBroken
1867	woodShapes:windowRampTwoSidedEmpty
1868	woodShapes:windowRampOutsideCornerFull
1869	woodShapes:windowRampOutsideCornerBroken
1870	woodShapes:windowRampOutsideCornerEmpty
1871	woodShapes:windowRampFiller
1872	woodShapes:windowRampFillerCorner
1873	woodShapes:windowStoreThreeSidedTriangleFull
1874	woodShapes:windowStoreThreeSidedTriangleBroken
1875	woodShapes:windowStoreThreeSidedTriangleEmpty
1876	woodShapes:windowRampDiagonalCornerFull
1877	woodShapes:windowRampDiagonalCornerBroken
1878	woodShapes:windowRampDiagonalCornerEmpty
1879	woodShapes:windowWedge60TipFourSidedFull
1880	woodShapes:windowWedge60TipFourSidedBroken
1881	woodShapes:windowWedge60TipFourSidedEmpty
1882	woodShapes:windowWedge60FourSidedFull
1883	woodShapes:windowWedge60FourSidedBroken
1884	woodShapes:windowWedge60FourSidedEmpty
1885	woodShapes:windowWedge60TipTwoSidedFull
1886	woodShapes:windowWedge60TipTwoSidedBroken
1887	woodShapes:windowWedge60TipTwoSidedEmpty
1888	woodShapes:windowWedge60TwoSidedFull
1889	woodShapes:windowWedge60TwoSidedBroken
1890	woodShapes:windowWedge60TwoSidedEmpty
1891	woodShapes:windowWedge60TipOutsideCornerFull
1892	woodShapes:windowWedge60TipOutsideCornerBroken
1893	woodShapes:windowWedge60TipOutsideCornerEmpty
1894	woodShapes:windowWedge60OutsideCornerFull
1895	woodShapes:windowWedge60OutsideCornerBroken
1896	woodShapes:windowWedge60OutsideCornerEmpty
1897	woodShapes:windowWedge60Filler01
1898	woodShapes:windowWedge60Filler02
1899	woodShapes:windowWedge60FillerCorner
1900	woodShapes:windowStoreWedge60TipFullLeft
1901	woodShapes:windowStoreWedge60TipFullRight
1902	woodShapes:windowStoreWedge60TipBrokenLeft
1903	woodShapes:windowStoreWedge60TipBrokenRight
1904	woodShapes:windowStoreWedge60TipEmptyLeft
1905	woodShapes:windowStoreWedge60TipEmptyRight
1906	woodShapes:windowStoreWedge60FullLeft
1907	woodShapes:windowStoreWedge60FullRight
1908	woodShapes:windowStoreWedge60BrokenLeft
1909	woodShapes:windowStoreWedge60BrokenRight
1910	woodShapes:windowStoreWedge60EmptyLeft
1911	woodShapes:windowStoreWedge60EmptyRight
1912	woodShapes:windowPlatePaneFull
1913	woodShapes:windowPlateCircleFull
1914	woodShapes:windowPlateRoundedSquare4SidedHalfWidthFull
1915	woodShapes:windowPlateRoundedSquareHalfLeftFull
1916	woodShapes:windowPlateRoundedSquareHalfRightFull
1917	woodShapes:windowPlateRoundedSquareHalfStraightFull
1918	woodShapes:windowPlateRoundedSquareHalf3SidedFull
1919	woodShapes:windowPlateRoundedSquare1SidedFull
1920	woodShapes:windowPlateRoundedSquare2SidedFull
1921	woodShapes:windowPlateRoundedSquare3SidedFull
1922	woodShapes:windowPlateRoundedSquare4SidedFull
1923	woodShapes:windowPlateRoundedSquareCornerFull
1924	woodShapes:windowPlateThreeSidedTriangleFull
1925	woodShapes:windowPlateTwoSidedTriangleLeftFull
1926	woodShapes:windowPlateTwoSidedTriangleRightFull
1927	woodShapes:windowPlateCircleBroken
1928	woodShapes:windowPlateRoundedSquare4SidedHalfWidthBroken
1929	woodShapes:windowPlateRoundedSquareHalfLeftBroken
1930	woodShapes:windowPlateRoundedSquareHalfRightBroken
1931	woodShapes:windowPlateRoundedSquareHalfStraightBroken
1932	woodShapes:windowPlateRoundedSquareHalf3SidedBroken
1933	woodShapes:windowPlateRoundedSquare1SidedBroken
1934	woodShapes:windowPlateRoundedSquare2SidedBroken
1935	woodShapes:windowPlateRoundedSquare3SidedBroken
1936	woodShapes:windowPlateRoundedSquare4SidedBroken
1937	woodShapes:windowPlateRoundedSquareCornerBroken
1938	woodShapes:windowPlateThreeSidedTriangleBroken
1939	woodShapes:windowPlateTwoSidedTriangleLeftBroken
1940	woodShapes:windowPlateTwoSidedTriangleRightBroken
1941	woodShapes:windowPlateCircleEmpty
1942	woodShapes:windowPlateRoundedSquare4SidedHalfWidthEmpty
1943	woodShapes:windowPlateRoundedSquareHalfLeftEmpty
1944	woodShapes:windowPlateRoundedSquareHalfRightEmpty
1945	woodShapes:windowPlateRoundedSquareHalfStraightEmpty
1946	woodShapes:windowPlateRoundedSquareHalf3SidedEmpty
1947	woodShapes:windowPlateRoundedSquare1SidedEmpty
1948	woodShapes:windowPlateRoundedSquare2SidedEmpty
1949	woodShapes:windowPlateRoundedSquare3SidedEmpty
1950	woodShapes:windowPlateRoundedSquare4SidedEmpty
1951	woodShapes:windowPlateRoundedSquareCornerEmpty
1952	woodShapes:windowPlateThreeSidedTriangleEmpty
1953	woodShapes:windowPlateTwoSidedTriangleLeftEmpty
1954	woodShapes:windowPlateTwoSidedTriangleRightEmpty
1955	woodShapes:windowCircleCenterFull
1956	woodShapes:windowCircleCenterBroken
1957	woodShapes:windowCircleCenterEmpty
1958	woodShapes:archWindowFull
1959	woodShapes:archWindowBroken
1960	woodShapes:archWindowEmpty
1961	woodShapes:archHalfWindowFull
1962	woodShapes:archHalfWindowBroken
1963	woodShapes:archHalfWindowEmpty
1964	woodShapes:arch2mWindow01Top
1965	woodShapes:arch2mWindow01TopBroken
1966	woodShapes:arch2mWindow01TopEmpty
1967	woodShapes:arch2mWindow01Center
1968	woodShapes:arch2mWindow01CenterBroken
1969	woodShapes:arch2mWindow01CenterEmpty
1970	woodShapes:arch2mWindow01Bottom
1971	woodShapes:arch2mWindow01BottomBroken
1972	woodShapes:arch2mWindow01BottomEmpty
1973	woodShapes:arch2mBaseboard
1974	woodShapes:window01
1975	woodShapes:window01Broken
1976	woodShapes:window01Broken02
1977	woodShapes:window01Broken03
1978	woodShapes:window01Broken04
1979	woodShapes:window01Broken05
1980	woodShapes:window01Empty
1981	woodShapes:window02Full
1982	woodShapes:window02Broken01
1983	woodShapes:window02Broken02
1984	woodShapes:window02Broken03
1985	woodShapes:window02Empty
1986	woodShapes:window04Full
1987	woodShapes:window04Broken01
1988	woodShapes:window04Empty
1989	woodShapes:windowIndustrial01BulletproofFull
1990	woodShapes:windowIndustrial01BulletproofBroken01
1991	woodShapes:windowIndustrial01Full
1992	woodShapes:windowIndustrial01Broken01
1993	woodShapes:windowIndustrial01Broken02
1994	woodShapes:windowIndustrial01Empty
1995	woodShapes:windowIndustrial02BulletproofFull
1996	woodShapes:windowIndustrial02BulletproofBroken01
1997	woodShapes:windowIndustrial02Full
1998	woodShapes:windowIndustrial02Broken01
1999	woodShapes:windowIndustrial02Broken02
2000	woodShapes:windowIndustrial02Empty
2001	woodShapes:rampWindow01Centered
2002	woodShapes:rampWindow01CenteredBroken
2003	woodShapes:rampWindow01CenteredEmpty
2004	woodShapes:rampWindow
2005	woodShapes:rampWindowCentered
2006	woodShapes:rampHalfWindow
2007	woodShapes:archWindow
2008	woodShapes:archWindowCentered
2009	woodShapes:archHalfWindow
2010	woodShapes:arch3mWindowCorner
2011	woodShapes:arch3mCenterWindow
2012	woodShapes:arch3mWindowTip
2013	woodShapes:arch3mWindowCornerSide
2014	woodShapes:arch3mWindowCenterSide
2015	woodShapes:arch3mWindowTipSideLeft
2016	woodShapes:arch3mWindowTipSideRight
2017	woodShapes:arch3mWindowCornerSideHalf
2018	woodShapes:arch3mWindowCenterSideHalf
2019	woodShapes:arch3mWindowTipSideLeftHalf
2020	woodShapes:arch3mWindowTipSideRightHalf
2021	woodShapes:arch3mWindowCornerTwoSided
2022	woodShapes:arch3mWindowCenterTwoSided
2023	woodShapes:arch3mWindowTipTwoSidedLeft
2024	woodShapes:arch3mWindowTipTwoSidedRight
2025	woodShapes:arch3mWindowCornerTwoSidedHalf
2026	woodShapes:arch3mWindowCenterTwoSidedHalf
2027	woodShapes:arch3mWindowTipTwoSidedLeftHalf
2028	woodShapes:arch3mWindowTipTwoSidedRightHalf
2029	woodShapes:windowArchTop
2030	woodShapes:windowArchTopFilled
2031	woodShapes:windowArchTopFilledCentered
2032	woodShapes:windowArchTopFilledCenteredStained
2033	woodShapes:windowArchTopHalfFilled
2034	woodShapes:windowTopRound
2035	woodShapes:windowTopRoundFilled
2036	woodShapes:windowTopRoundFilledCentered
2037	woodShapes:cubeHalfWindowTopRound
2038	woodShapes:cubeHalfWindowTopRoundFilled
2039	woodShapes:windowTopRoundPlate
2040	woodShapes:cubeHalfThinWindow
2041	woodShapes:cubeHalfThinWindowArch
2042	woodShapes:windowCircle
2043	woodShapes:windowCircleCorner
2044	woodShapes:windowCircleFull
2045	woodShapes:windowCircleBroken
2046	woodShapes:windowCircleEmpty
2047	woodShapes:windowCircleStraightFull
2048	woodShapes:windowCircleStraightBroken
2049	woodShapes:windowCircleStraightEmpty
2050	woodShapes:windowCircleStraightCenterFull
2051	woodShapes:windowCircleStraightCenterBroken
2052	woodShapes:windowCircleStraightCenterEmpty
2053	woodShapes:windowBoarded
2054	woodShapes:windowplug01
2055	woodShapes:windowplug02
2056	woodShapes:windowplug03
2057	woodShapes:windowplug04
2058	woodShapes:windowCentered
2059	woodShapes:windowPanel
2060	woodShapes:commercialBlind
2061	woodShapes:commercialBlindCornerTop
2062	woodShapes:commercialBlindCornerBottom
2063	woodShapes:cornerstone
2064	woodShapes:brickDestroyed01
2065	woodShapes:brickDestroyed02
2066	woodShapes:brickDestroyed03
2067	woodShapes:brickDestroyed04
2068	woodShapes:brickDestroyed05
2069	woodShapes:brickHalfCenteredDestroyed01
2070	woodShapes:brickHalfCenteredDestroyed02
2071	woodShapes:brickHalfCenteredDestroyed03
2072	woodShapes:brickHalfCenteredDestroyed04
2073	woodShapes:brickHalfDestroyed01
2074	woodShapes:brickHalfDestroyed02
2075	woodShapes:brickHalfDestroyed03
2076	woodShapes:brickHalfDestroyed04
